RAh,RAm,RAs,DE-,DEd,DEm,ESO,ID,GLON,GLAT,X,Y,MajAxis,u_MajAxis,MinAxis,u_MinAxis,PA,u_PA,MType,Class,Desc,FlagN,FlagM,FlagRC,FlagV,FlagA,Bmag,e_Bmag,apBmag,r_Bmag,B-V,U-B,r_B-V,RV,e_RV,r_RV
17,29,36,-,36,42.0,393-PN   6,Sa2-215,351.96,-1.92,-66.0,-88.0,--,--,--,--,--,--,--,Planetary,No finding chart,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,29,47,-,60,50.2,139- G   5,--,331.31,-14.79,-89.6,-45.3,13,:,9,:,113,--,-2,SO,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,29,50,-,60,27.1,139- G?  6,--,331.65,-14.6,-90.4,-24.8,30,:,25,:,85,:,--,"Irr, or gaseous neb?",Patchy,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,30,0,-,60,41.0,139- ?   7,I 4655,331.46,-14.73,-89.0,-37.0,--,--,--,--,--,--,--,?,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,30,2,-,82,58.7,9- G  11,--,310.28,-24.84,63.9,108.5,11,--,10,--,--,:,2,Sa-b,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,30,4,-,28,18.2,455-PN  17,PK 359 + 2 2,359.06,2.62,-93.4,92.8,--,--,--,--,--,--,--,Planetary,Identity?,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,30,28,-,60,58.1,139- G   8,--,331.23,-14.93,-84.8,-52.1,20,:,10,:,15,--,1,Sa:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,30,29,-,51,0.6,228- G?  5,--,339.97,-9.79,6.0,-51.9,4,--,3,--,--,:,--,"Galaxy, or planetary?",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,30,32,-,47,3.4,278-N*  11,--,343.36,-7.69,134.1,-109.7,10,--,10,--,--,:,--,Neb star,--,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,30,34,-,28,5.6,455-PN  18,PK 359 + 2 1,359.3,2.64,-87.6,104.1,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,30,37,-,21,44.4,588-PN   5,PK 4 +6 2,4.65,6.09,10.1,-86.9,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,30,37,-,74,21.0,44- G  15,I 4654,318.83,-21.27,-20.2,36.9,18,:,14,:,102,--,1,Sa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,1,-,39,2.3,333-SC  14,N 6380 = GC1-68,350.18,-3.42,116.9,55.4,--,--,--,--,--,--,--,Globular,v obscured,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,4,-,72,57.3,44- G  16,--,320.18,-20.68,-20.9,111.2,11,:,5,:,2,--,5,S...,sp of 2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,6,-,29,27.6,455-PN  19,PK 358 + 1 2,358.21,1.8,-80.1,31.3,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,18,-,17,54.0,588- ?   6,I4659,8.0,8.03,18.0,118.0,--,--,--,--,--,--,--,...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,21,-,19,7.4,588-PN   7,PK 6 +7 1,6.96,7.36,18.8,52.7,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,25,-,22,51.3,520-PN   8,PK 3+5 1,3.81,5.33,-53.3,116.8,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,27,-,32,33.0,393-SC   7,N 6383=OCl-1026,355.67,0.05,-50.0,134.0,--,--,--,--,--,--,--,OC,B star superimp,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,28,-,61,52.0,139- G   9,--,330.49,-15.48,-75.7,-99.5,13,:,10,:,96,:,-2,SO,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,42,-,34,14.1,393-SC   8,OCl-1019,354.28,-0.92,-45.0,43.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,48,-,26,34.0,520-PN   9,PK 0+3 1,0.73,3.25,-47.2,-80.9,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,49,-,59,30.8,139- G  10,I 4658 ?,332.62,-14.34,-80.1,25.9,4,--,2,--,74,--,--,...,--,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,52,-,58,13.4,139- G  11,--,333.77,-13.7,-83.3,94.6,18,:,5,--,95,--,0,SO-a,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,31,57,-,46,57.9,279-PN   1,PK 343 -7 1,343.57,-7.85,-109.8,-105.2,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,3,-,29,1.3,455-PN  20,PK 358 + 1 1,358.7,1.86,-69.3,54.9,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,6,-,28,5.2,455-PN  21,PK 359 + 2 4,359.49,2.36,-69.6,104.8,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,10,-,29,43.5,455-PN  22,PK 358 + 1 3,358.12,1.46,-67.3,17.4,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,12,-,40,9.5,333-PN  15,Le - 16,349.36,-4.22,127.4,-4.7,20,:,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,14,-,18,32.4,588-PN   8,PK 7 +7 1,7.57,7.49,30.1,83.7,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,16,-,49,23.9,228-PN   6,PK 341-9 1,341.51,-9.18,21.0,34.0,--,--,--,--,--,--,--,Planetary,Not PK 341-29 1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,22,-,20,55.4,588-PN   9,PK 5 +6 1,5.56,6.19,31.7,-43.4,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,34,-,30,27.0,455-SC  23,GCl-69,357.56,0.99,-62.1,-21.2,--,--,--,--,--,--,--,Globular,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,38,-,27,41.2,455-PN  24,PK 359 + 2 3,359.88,2.48,-63.7,126.1,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,38,-,44,42.3,279-SC   2,N 6388 = GCl-70,345.56,-6.74,-108.5,15.5,--,--,--,--,--,--,--,GC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,44,-,38,31.3,333-SC  16,GC1-71,350.8,-3.42,135.6,82.4,--,--,--,--,--,--,--,Globular,v obscured,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,55,-,24,23.6,520-PN  10,PK 2+4 1,2.69,4.21,-34.6,35.0,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,32,55,-,63,41.9,102- G  10,I 4656,328.91,-16.52,-17.5,70.6,28,:,8,:,90,--,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,0,-,55,31.8,181- G   1,--,336.23,-12.46,-23.6,-23.7,10,:,8,:,88,--,1,Sa,sp of 2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,2,-,33,28.7,393-SC   9,OCl-1021,355.07,-0.74,-31.0,84.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,2,-,39,20.2,334-PN   1,PK 350 -3 1,350.14,-3.91,-129.9,38.1,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,11,-,59,54.7,139- G  12,--,332.35,-14.69,-69.8,5.2,20,:,17,:,35,--,0,SO-a,vF ring or tight spiral,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,21,-,58,6.0,139-SC  13,--,333.98,-13.8,-73.0,102.0,50,:,--,--,--,--,--,"OC, class III2",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,23,-,21,29.3,588-PN  10,PK 5 +5 1,5.21,5.69,44.2,-73.5,--,--,--,--,--,--,--,planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,23,-,42,11.8,334-SC   2,--,347.76,-5.51,-120.3,-114.2,20,:,--,--,--,--,--,"OC,class II2",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,28,-,73,5.2,44- G  17,--,320.14,-20.9,-11.5,104.5,10,:,5,:,101,--,-2,SO,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,37,-,74,57.4,44- G  18,--,318.33,-21.72,-8.8,4.8,10,:,8,:,155,:,-2,SO,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,44,-,32,26.7,455-SC  25,OCl-1029,356.02,-0.3,-47.0,-127.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,44,-,55,29.3,181- G   2,--,336.32,-12.53,-18.1,-21.3,18,:,9,:,36,--,6,Sc-dwarf,nf of 2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,33,49,-,29,38.5,455-PN  26,PK 358 + 1 4,358.38,1.21,-48.5,22.1,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,34,13,-,46,58.3,279- G?  3,--,343.77,-8.18,-89.1,-104.7,13,:,6,:,108,--,--,"Galaxy, or em neb?",v dif,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,34,16,-,34,59.8,393-SC  10,N 6396=OCl-1018,353.93,-1.78,-16.6,3.4,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,34,26,-,18,45.0,588-PN  11,PK 7 +6 1,7.67,6.94,57.7,72.5,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,34,28,-,36,16.6,393-SC  11,OCl-1015,352.87,-2.5,-14.0,-65.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,34,30,-,32,13.7,455-PN  27,PK 356 - 0 1,356.29,-0.32,-38.9,-115.7,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,34,35,-,55,0.7,181-     3,--,336.81,-12.39,-12.1,4.2,14,:,6,:,--,:,--,...,Plate fault,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,34,56,-,37,41.5,334-SC   3,OC1-1013,351.73,-3.34,-114.0,127.0,--,--,--,--,--,--,--,OC,--,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,35,15,-,19,36.0,588-PN  12,PK 7 +6 2,7.05,6.33,67.8,27.1,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,35,19,-,35,37.4,393-SC  12,--,353.52,-2.29,-5.0,-30.0,20,:,--,--,--,--,--,"OC, class III2",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,35,29,-,22,6.9,588-PN  13,PK 4 +4 1,4.94,4.94,70.2,-107.0,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,35,32,-,28,41.1,455-PN  28,PK 359 + 1 1,359.39,1.41,-29.0,73.3,--,--,--,--,--,--,--,Planetary,Not vis on QBS plate,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,35,33,-,23,52.9,520-SC  11,N 6401 = GCl-73,3.45,3.98,-2.5,62.3,--,--,--,--,--,--,--,Globular,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,35,34,-,59,33.9,139- G  14,--,332.82,-14.78,-54.6,24.3,10,--,4,--,153,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,35,41,-,44,8.0,279-PN   4,PK 346 -6 1,346.34,-6.9,-80.5,47.0,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,35,47,-,23,52.4,520-PN  12,Pe,3.49,3.94,0.2,62.8,--,--,--,--,--,--,--,Planetary,Associated? w N 6401,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,36,2,-,18,16.0,588-PN  14,PK 8 +6 1,8.29,6.87,78.1,98.2,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,36,10,-,28,45.3,455-PN  29,PK 359 + 1 2,359.41,1.25,-21.4,69.6,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,36,15,-,60,22.6,139- G  15,--,332.13,-15.25,-48.5,-18.8,15,:,7,:,170,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,36,20,-,33,13.2,393-SC  13,N 6404=OCl-1024,355.66,-1.18,5.0,98.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,36,38,-,53,38.9,181-SC   4,N 6397=GCl-74,338.17,-11.96,3.3,77.0,--,--,--,--,--,--,--,GC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,36,49,-,36,55.3,393-SC  14,N 6400=OCl-1014,352.58,-3.24,11.0,-99.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,36,51,-,63,6.8,102-IG  11,--,329.66,-16.63,5.6,102.0,3,:,2,:,--,:,--,"Disr pair, or Irr",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,36,56,-,21,12.7,588-PN  15,PK 5 +5 2,5.89,5.13,88.4,-59.0,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,37,3,-,24,24.1,520-PN  14,PK 3+3 1,3.19,3.41,15.8,34.6,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,37,5,-,26,42.7,520-PN  15,PK 1+2 1,1.24,2.17,16.0,-88.5,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,37,5,-,32,13.7,455-SC  30,M6=N6405=OCl-1030,356.58,-0.78,-9.0,-115.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,37,8,-,61,40.7,139- G  16,--,331.0,-15.97,-40.4,-87.9,13,--,6,--,108,--,5,S...,In G 18 group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,37,17,-,22,17.8,588-PN  16,PK 5 +4 1,5.01,4.49,92.3,-116.9,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,37,20,-,26,59.5,520-PN  16,PK 1+1 1,1.03,1.98,18.8,-103.4,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,37,20,-,47,1.9,279-PN   5,PK 344 -8 1,344.0,-8.66,-60.8,-107.1,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,37,44,-,59,0.1,139- G  17,--,333.47,-14.75,-40.9,54.8,10,:,2,--,119,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,37,49,-,63,45.6,102- G  12,--,329.12,-17.03,11.4,67.5,18,:,6,:,80,:,--,Dwarf spiral,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,37,56,-,69,45.7,70- G  12,N 6392,323.49,-19.76,82.1,13.5,12,:,12,:,--,:,0,SO-a,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,38,1,-,40,7.6,334-SC   4,OC1-1009,349.99,-5.15,-78.0,-2.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,38,6,-,61,40.1,139- G  18,N 6398,331.06,-16.07,-34.2,-87.2,26,:,22,:,6,--,0,SB(r)O-a,L in group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,38,6,-,66,42.1,102- G  13,--,326.39,-18.41,12.8,-89.2,12,--,1,--,6,--,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,38,35,-,22,11.6,588-PN  17,PK 5 +4 2,5.26,4.29,108.4,-111.5,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,38,46,-,61,39.5,139- G  19,N 6403,331.11,-16.13,-30.0,-86.6,12,:,11,:,--,:,-2,SO,In G 18 group,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,38,47,-,81,41.9,24- G   8,--,311.71,-24.63,-39.7,-90.7,10,:,4,--,12,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,38,48,-,24,40.7,520-PN  17,PK 3+2 1,3.17,2.93,36.9,19.8,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,38,54,-,24,9.8,520-PN  18,PK 3+3 2,3.62,3.19,38.1,47.3,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,39,2,-,73,46.7,44- G  19,--,319.65,-21.55,10.2,67.8,15,:,5,:,163,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,39,6,-,30,25.5,455-PN  31,PK 358 - 0 1,358.34,-0.18,13.0,-19.2,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,39,12,-,61,44.8,139- G  20,--,331.05,-16.22,-27.2,-91.2,13,:,11,:,--,:,--,Dwarf,In G 18 group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,39,25,-,39,35.1,334-PN   5,PK 350-5 1,350.59,-5.09,-63.8,26.9,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,39,36,-,60,57.4,139- G  21,--,331.8,-15.89,-25.7,-49.0,23,:,5,--,108,--,1,Sa?,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,40,14,-,34,11.8,393-SC  15,--,355.27,-2.39,49.0,46.2,50,:,--,--,--,--,--,"OC, class III3",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,40,23,-,24,18.2,520- ?  19,--,3.68,2.82,56.1,39.7,4,--,4,--,--,:,--,...,Dif neb,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,40,25,-,60,43.1,139- G  22,N 6407,332.07,-15.87,-20.6,-36.2,20,:,15,:,60,:,-2,SO,Contact w S comp n,--,--,--,--,--,--,--,--,--,--,--,--,4625,32,ES
17,40,29,-,21,8.6,589-PN   1,PK 6 +4 1,6.38,4.47,-126.6,-62.2,--,--,--,--,--,--,--,Planetary,--,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,40,32,-,24,41.8,520-SC? 20,--,3.36,2.59,57.7,18.7,7,:,--,--,--,--,--,Globular?,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,40,36,-,26,12.1,520-SC  21,GCl-75,2.09,1.78,57.9,-61.5,--,--,--,--,--,--,--,Globular,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,40,55,-,34,16.2,393-PN  16,PK 355-2 2,355.28,-2.54,56.2,42.2,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,40,55,-,79,0.9,24-IG   9,--,314.48,-23.72,-49.7,52.2,12,:,6,:,--,:,--,SB...,--,*,--,--,--,--,--,--,--,--,--,--,--,5313,80,88
17,40,58,-,34,51.6,393-SC  17,OCl-1020,354.78,-2.86,57.0,11.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,0,-,34,59.0,393- ?  18,N 6415,354.68,-2.93,57.0,4.0,--,--,--,--,--,--,--,...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,1,-,34,5.4,393-PN  19,PK 355-2 1,355.44,-2.47,57.5,51.8,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,4,-,32,20.4,455-SC  32,N 6416 = OCl-1031,356.93,-1.55,35.0,-121.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,7,-,57,51.4,139- G  23,--,334.72,-14.58,-18.6,116.4,13,--,4,--,14,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,11,-,68,14.5,70- G  13,--,325.07,-19.36,103.2,93.2,17,--,12,--,173,--,6,SBc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,13,-,59,17.2,139- G  24,--,333.43,-15.28,-16.8,40.2,19,--,18,--,85,:,1,SBa:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,18,-,33,44.0,393- ?  20,OCl-1027,355.77,-2.31,60.0,71.0,--,--,--,--,--,--,--,...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,30,-,75,26.2,44-IG  20,--,318.08,-22.37,18.2,-20.6,12,:,4,:,5,:,--,...,"Disturbed, in group",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,36,-,61,18.5,139- G  25,--,331.6,-16.27,-12.5,-67.5,10,--,8,--,--,:,--,...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,41,-,38,7.6,334-PN   6,PK 352 -4 1,352.07,-4.7,-41.8,105.1,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,48,-,38,16.2,334-PN   7,PK 351 -4 1,351.96,-4.79,-40.4,97.4,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,48,-,44,53.1,279-PN   6,I 4663 = PK 346-8 1,346.26,-8.22,-21.5,8.2,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,41,52,-,46,4.2,279-PN   7,I 1266 = PK 345 -8 1,345.24,-8.83,-20.1,-55.0,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,3,-,55,9.8,181- GA  4,--,337.22,-13.4,45.0,-4.1,11,--,8,--,91,--,-2,SBO,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,5,-,38,38.4,334-PN   8,PK 351 -5 1,351.67,-5.04,-37.1,77.8,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,12,-,64,37.3,102- G  14,I 4662= PK 328-17 1,328.55,-17.85,36.5,21.4,30,:,16,:,105,:,10,Irr,Not planetary,--,--,2,--,--,11.85,0.13,--,2,0.42,-0.32,--,308,4,1E
17,42,13,-,34,32.7,393-PN  21,PK 355-2 4,355.18,-2.91,70.4,27.4,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,24,-,33,40.0,393- ?  22,N 6421,355.95,-2.49,73.0,74.0,--,--,--,--,--,--,--,...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,24,-,59,14.5,139- G  26,--,333.54,-15.39,-8.7,42.8,12,:,10,:,112,:,-2,SO,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,27,-,60,38.8,139- G  27,--,332.26,-16.05,-7.5,-32.2,12,:,2,--,14,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,32,-,20,56.9,589-PN   2,PK 6 +4 2,6.8,4.16,-101.4,-51.2,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,35,-,23,1.3,520-PN  22,PK 5+3 1,5.04,3.07,83.8,107.8,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,36,-,25,36.8,520-PN  23,PK 2+1 1,2.83,1.71,82.3,-30.4,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,45,-,30,10.9,455-PN  33,PK 358 - 0 2,358.96,-0.72,54.9,-6.4,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,46,-,26,57.5,520-PN  24,PK 1+0 1,1.7,0.97,83.4,-102.1,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,48,-,34,2.6,393-PN  23,PK 355-2 3,355.67,-2.75,77.1,54.1,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,42,49,-,31,2.4,455-PN  34,PK 358 - 1 1,358.24,-1.18,55.4,-52.2,--,--,--,--,--,--,--,Planetary,vF,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,43,4,-,29,41.1,455-SC  35,BH-245,359.42,-0.52,58.8,20.1,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,43,7,-,29,19.0,455-SC  36,OCl-1039,359.74,-0.33,60.0,40.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,43,13,-,18,38.5,589-PN   3,PK 8 +5 1,8.86,5.22,-95.1,71.9,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,43,22,-,20,12.8,589-PN   4,PK 7 +4 1,7.53,4.38,-91.7,-11.9,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,43,28,-,33,7.5,393-PN  24,PK 356-2 2,356.53,-2.4,85.3,102.9,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,43,47,-,28,59.7,455-PN  37,PK 0 - 0 2,0.09,-0.29,67.3,56.9,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,43,47,-,31,30.7,455-SC  38,N 6425 = OCl-1033,357.94,-1.61,66.0,-77.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,43,56,-,28,45.5,455-PN  39,PK 0 - 0 1,0.31,-0.19,69.2,69.5,--,--,--,--,--,--,--,Planetary,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,44,6,-,29,36.0,455-SC  40,OCl-1037,359.61,-0.67,71.0,24.0,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,44,7,-,43,21.8,279- G   8,--,347.8,-7.8,-0.1,89.6,11,:,2,:,134,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
